7290010066513,רבעייה פילטונה,24.00,20.37,13.253,200.00,121,21561,12,1
7290003643295,אורז פרסי אורזיל,6.50,5.51,0.000,199.00,241,21561,999999,1
3800721005394,ממרח חצילים,12.00,10.18,6.748,199.00,121,21561,36,1
7290100684764,במבה אסם קטן,2.50,2.13,1.780,198.00,1,1,14,1
7290006644732,ספרינג פירות טרופיים,5.00,4.25,49.978,198.00,241,21561,26,1
7290003643004,אורז בסמטי הודי,15.32,13.02,10.800,198.00,1,1,31,1
7290000450209,פוסידון,7.00,5.93,4.240,197.00,1,1,12,1
4771050157636,וילנוס 400ג,11.50,9.76,7.125,197.00,121,21561,21,1
7290000040080,יופלה אפרסק,4.80,4.08,3.360,196.00,1,1,4,1
7290010679621,שרימפ מדגסי,77.00,65.34,46.316,195.00,121,21561,42,1
8993560024987,סהון דטול,7.40,6.28,3.800,195.00,121,21561,56,1
7290004137021,שמנת לבישול 10%,9.50,8.08,5.800,193.00,241,21561,4,1
7290001247112,ספרינג לימונענע,5.00,4.25,45.009,192.00,1,1,26,1
7290000041445,קוטג',5.90,5.03,0.000,192.00,241,21561,4,1
8855072002603,דגים מיובשים צנינית,12.00,10.20,6.348,192.00,241,21561,18,1
4607038140355,מים יסנטוקי 4 אלפא מגה,7.50,6.37,4.623,191.00,121,21561,47,1
8057094270415,שעועית לימה,5.01,4.25,3.800,189.00,94,1324556,21,1
7290000497570,לחם דגני קלות,15.92,13.52,11.545,189.00,121,21561,3,1
02874629,פרלמינט לייט ארוך בוקס,34.11,28.98,26.933,188.00,101,1,20,1
7290002661214,לחם גלילי קל,14.62,12.43,10.093,188.00,40,12,3,1
7290000063157,קמח תופח אסם,11.36,9.65,6.752,187.00,1,1,14,1
7290006337016,בלינצס בשר אירינה,28.30,24.02,16.200,186.00,121,21561,16,1
4607072561093,גריסי כוסמת,7.50,6.36,4.223,186.00,121,21561,13,1
4770275045353,חמאה 200ג סבאליה,10.46,8.89,6.724,185.00,121,21561,43,1
40111216,BOUNTY,3.00,2.55,1.463,185.00,1,1,12,1
7290001504901,וודקה סברוב,38.48,32.73,25.733,185.00,241,21561,12,1
7290006337474,פלמני עגל 1.3קג,32.50,27.58,19.800,184.00,121,21561,16,1
5908258307993,אפונה א.ת טעמים,9.00,7.69,5.768,183.00,121,21561,21,1
02827029,מרלבורו מדיום,31.62,26.88,25.047,183.00,1,1,20,1
4820000191579,בירה אובולון 2 ל,25.00,21.23,17.829,182.00,241,21561,18,1
5411188096108,שמנת עמידה לבישול,8.53,7.23,5.990,182.00,121,21561,55,1
7290000408354,דנונה בר,5.00,4.25,3.130,182.00,1,1,5,1
7290000111063,מיונז 250 ג' תלמה,8.50,7.22,0.000,182.00,1,1,1,1
6833822,מארז מבצע נקניקיות עוף,16.40,13.90,9.525,182.00,1,1,37,1
6008165003984,פאלמאל סטרים פילטר,25.59,21.75,20.246,181.00,101,21561,13,1
7290000072753,טסטר צ'ויס,38.00,32.27,27.645,181.00,1,1,12,1
7290000120836,מיונז אמיתי הלמאנס,15.50,13.18,10.160,181.00,1,1,29,1
4823005000372,בירה לביבסקי,8.00,6.83,4.530,181.00,121,21561,18,1
7290002661177,לחם כנעני,12.56,10.68,8.066,180.00,40,12,3,1
84103086,קוביה מרק בקר,1.50,1.28,0.000,180.00,241,21561,999999,1
01230331,כאמל בוקס,29.00,24.63,22.978,180.00,101,1,10,1
7290000066332,אפרופו,4.85,4.12,2.880,178.00,1,1,14,1
4820150050016,במבה מתוקה,4.00,3.39,2.213,178.00,241,21561,33,1
7290001247105,ספרינג אפרסקים,5.00,4.25,47.074,177.00,241,21561,26,1
7290004119225,יופלה אננס,4.80,4.08,3.360,177.00,1,1,4,1
7290001975015,בירה טובורג 500מ''ל,9.23,7.86,6.573,176.00,241,21561,12,1
7290002541370,סויה אלפרו,15.50,13.17,9.516,174.00,241,21561,55,1
7290000057477,חלב 1.5 ליטר בד''צ,9.36,7.94,6.960,174.00,241,21561,4,1
7290000150765,סלמי תה עוף טוב,17.11,14.53,11.249,174.00,1,1,14,1
7290012306501,פרכיות כוסמת,13.50,11.46,8.376,173.00,121,21561,21,1
4627098470032,גרעיני חמניות 300,14.27,12.13,8.744,172.00,121,21561,46,1
